Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OperatorSkillScore,RequiredSkillByRole
51,No,Frequently,879,Production,33,2,Dairy Science,1,127,3,Male,102,2,4,Maintenance Engineer,4,Divorced,34425,6474,7,No,24,3,4,1,22,1,1,16,1,12,11,0.6020993180800933,0.6
23,Yes,Rarely,590,Production,21,4,Dairy Science,1,128,4,Female,53,3,3,Dairy Lab Technician,3,Single,33111,18638,2,No,13,1,3,2,25,5,2,29,18,12,8,0.2091515337238131,0.55
49,No,Rarely,1308,Maintenance,39,1,Logistics,1,129,4,Male,128,3,4,Dairy Lab Technician,4,Single,60799,6787,6,Yes,16,2,1,0,30,3,3,2,0,6,3,0.5326528396607002,0.55
56,No,Frequently,411,Maintenance,23,4,Food Technology,1,130,4,Female,66,4,3,Logistics & Supply Chain Coordinator,1,Married,73257,15575,6,No,12,2,2,0,28,1,1,17,3,10,1,0.2602095449004249,0.35
42,No,Frequently,583,Maintenance,27,4,Biotechnology,1,131,2,Male,116,1,4,Farm Liaison Officer,2,Single,81177,9862,1,Yes,14,2,2,2,4,3,2,18,11,5,8,0.5002614984672308,0.3
58,No,Rarely,541,Production,45,2,Mechanical Engineering,1,132,2,Female,123,2,2,Cold Storage Supervisor,1,Single,101046,12956,8,No,20,2,3,1,37,1,2,13,1,8,19,0.276728265599074,0.4
34,No,Rarely,1043,Farm Operations,44,1,Biotechnology,1,133,1,Male,96,1,4,Farm Liaison Officer,4,Divorced,57851,12663,2,No,18,4,1,0,24,0,4,20,11,10,12,0.8688358648617904,0.3
48,No,Frequently,1261,Maintenance,18,1,Dairy Science,1,134,1,Male,105,3,4,Packaging Machine Operator,1,Married,28816,18120,1,No,14,4,4,0,33,2,1,24,15,6,13,0.5661475701854095,0.4
55,No,Rarely,619,Quality Control,24,4,Biotechnology,1,135,1,Female,72,3,3,Maintenance Engineer,4,Divorced,97853,5742,2,No,18,1,1,2,11,1,3,1,1,0,2,0.8392525896936502,0.6
32,Yes,Frequently,950,Maintenance,47,2,Dairy Science,1,136,4,Female,67,3,2,Cold Storage Supervisor,4,Divorced,22175,4035,1,Yes,10,3,4,2,21,2,4,11,16,5,17,0.2156563560760361,0.4
51,No,Frequently,1392,Logistics,40,1,Dairy Science,1,137,2,Male,50,1,3,Cheese Production Technician,4,Divorced,31341,3967,7,No,18,2,2,2,8,4,1,10,1,10,8,0.6463572987173285,0.5
26,No,Non-Travel,505,Maintenance,42,4,Dairy Science,1,138,3,Female,84,4,4,Dairy Lab Technician,4,Single,83908,3852,4,No,23,2,3,2,19,1,4,29,3,2,14,0.4148681513486341,0.55
41,No,Rarely,901,Production,7,1,Dairy Science,1,139,4,Male,113,4,1,Maintenance Engineer,1,Divorced,45654,12547,2,No,14,4,3,2,28,0,1,16,5,7,9,0.5022802971756654,0.6
47,Yes,Non-Travel,1068,Maintenance,48,2,Dairy Science,1,140,4,Female,107,3,4,Dairy Quality Analyst,4,Divorced,80895,8618,4,Yes,17,4,3,2,28,3,4,26,6,12,16,0.8111611766502829,0.55
21,Yes,Frequently,736,Logistics,20,2,Logistics,1,141,4,Male,144,2,4,Packaging Machine Operator,4,Married,79696,15859,7,No,14,2,4,2,26,0,3,5,14,0,12,0.8860147663311213,0.4
25,No,Rarely,1335,Quality Control,27,2,Biotechnology,1,142,3,Female,108,1,3,Packaging Machine Operator,3,Married,77889,10303,6,No,23,3,2,1,16,2,4,18,19,9,0,0.3725443681033467,0.4
47,No,Rarely,405,Farm Operations,6,1,Logistics,1,143,1,Male,50,3,1,Maintenance Engineer,4,Married,107144,13350,5,Yes,21,1,2,1,4,3,4,12,11,1,10,0.8637772997473112,0.6
47,No,Frequently,1408,Maintenance,27,3,Logistics,1,144,3,Male,52,1,1,Cheese Production Technician,1,Married,103115,18566,0,No,15,1,3,1,12,0,4,6,4,2,4,0.6821088642172034,0.5
39,No,Rarely,695,Logistics,9,1,Food Technology,1,145,1,Male,116,1,3,Dairy Lab Technician,4,Divorced,50194,2164,9,Yes,17,1,3,1,14,0,1,21,13,13,8,0.8659897400500896,0.55
49,No,Rarely,1270,Logistics,45,3,Food Technology,1,146,3,Female,86,4,2,Milk Processing Operator,2,Married,54837,8958,0,No,11,1,4,0,14,0,1,10,15,2,6,0.593656899034847,0.45
30,No,Rarely,703,Quality Control,31,2,Food Technology,1,147,2,Male,132,3,1,Milk Processing Operator,2,Single,88894,4137,0,Yes,12,3,4,1,17,5,3,6,10,6,6,0.8725293994940293,0.45
47,No,Non-Travel,1245,Production,21,4,Mechanical Engineering,1,148,4,Female,78,4,1,Maintenance Engineer,4,Divorced,104358,12215,9,No,20,3,1,0,1,3,4,12,11,12,1,0.8247188207032035,0.6
44,No,Frequently,412,Maintenance,26,3,Food Technology,1,149,4,Female,138,3,3,Logistics & Supply Chain Coordinator,2,Married,61576,18838,7,No,18,3,4,0,22,0,2,12,18,7,18,0.2900142188578122,0.35
58,No,Frequently,509,Logistics,40,2,Biotechnology,1,150,4,Female,82,1,2,Farm Liaison Officer,2,Divorced,39727,18925,7,No,14,4,1,0,12,0,4,20,16,14,19,0.4175529489712113,0.3
52,No,Rarely,860,Quality Control,48,2,Logistics,1,151,1,Male,149,4,2,Packaging Machine Operator,1,Married,54579,8033,6,No,14,2,3,2,3,2,2,0,6,8,17,0.3701442340587583,0.4
20,No,Rarely,952,Farm Operations,45,3,Biotechnology,1,152,3,Female,110,1,4,Cheese Production Technician,3,Divorced,116554,4665,5,No,18,3,2,0,24,0,2,29,8,6,9,0.60046952823518,0.5
46,No,Frequently,471,Logistics,13,4,Food Technology,1,153,2,Female,142,3,4,Packaging Machine Operator,2,Married,36555,15129,3,Yes,19,1,4,0,10,0,4,18,13,7,4,0.7619596020541477,0.4
32,No,Rarely,1137,Quality Control,49,2,Mechanical Engineering,1,154,3,Female,139,2,3,Dairy Quality Analyst,2,Single,73294,14125,0,No,12,3,2,0,11,4,2,18,19,10,15,0.7315880128208168,0.55
22,No,Rarely,1425,Production,23,3,Mechanical Engineering,1,155,4,Male,53,4,2,Milk Processing Operator,3,Married,69777,8189,8,No,23,2,4,2,12,3,2,22,11,14,4,0.7087243925984337,0.45
58,Yes,Frequently,231,Production,20,4,Logistics,1,156,2,Female,63,4,3,Dairy Lab Technician,3,Divorced,25906,15708,0,No,13,4,4,1,8,4,4,14,14,5,14,0.4626854130149101,0.55
25,No,Non-Travel,642,Logistics,37,4,Biotechnology,1,157,2,Female,140,1,4,Dairy Quality Analyst,2,Divorced,60751,7095,3,Yes,16,1,1,1,37,5,1,13,11,1,15,0.2977458171394795,0.55
27,Yes,Frequently,361,Logistics,28,2,Dairy Science,1,158,4,Female,82,1,3,Dairy Lab Technician,4,Single,89599,16409,2,Yes,11,4,4,0,5,2,4,28,12,0,3,0.3474084875400195,0.55
46,No,Frequently,966,Maintenance,17,1,Biotechnology,1,159,3,Female,71,2,3,Packaging Machine Operator,2,Divorced,94180,9583,6,No,17,3,3,0,9,4,3,2,8,2,13,0.7191742217538328,0.4
28,No,Non-Travel,453,Quality Control,28,1,Food Technology,1,160,4,Male,97,4,1,Cheese Production Technician,4,Single,93678,3637,4,No,14,1,2,1,22,5,2,26,6,8,16,0.3032740373416943,0.5
56,No,Rarely,720,Logistics,41,2,Dairy Science,1,161,3,Male,52,3,1,Milk Processing Operator,4,Divorced,51644,16670,4,No,24,1,4,1,14,1,3,20,0,12,16,0.3560626934534647,0.45
52,No,Frequently,1176,Maintenance,2,4,Mechanical Engineering,1,162,2,Female,136,3,1,Packaging Machine Operator,4,Divorced,53521,7966,3,No,10,3,2,1,22,3,2,19,9,6,15,0.4971868570114438,0.4
43,No,Non-Travel,209,Maintenance,25,2,Logistics,1,163,2,Female,134,4,4,Milk Processing Operator,3,Single,31564,6670,0,No,12,3,2,1,39,0,1,3,5,1,8,0.2504787014812241,0.45
34,No,Rarely,925,Logistics,41,3,Logistics,1,164,4,Female,72,4,3,Maintenance Engineer,2,Divorced,90640,7203,4,No,24,2,2,0,36,4,2,28,14,13,1,0.3488844425390909,0.6
51,No,Frequently,704,Production,6,1,Mechanical Engineering,1,165,2,Female,117,4,1,Dairy Lab Technician,2,Divorced,47299,10669,3,No,18,3,4,0,33,4,4,6,14,0,10,0.3048376891388656,0.55
51,No,Frequently,984,Quality Control,11,3,Food Technology,1,166,1,Male,70,2,1,Packaging Machine Operator,1,Single,67958,16968,9,No,14,3,1,0,15,0,2,0,8,1,14,0.8659252480382882,0.4
43,Yes,Frequently,635,Quality Control,38,2,Mechanical Engineering,1,167,2,Male,92,3,1,Cold Storage Supervisor,3,Married,76078,4366,7,Yes,17,3,2,1,31,0,3,22,12,14,2,0.3340681198814224,0.4
31,No,Frequently,1334,Production,6,2,Food Technology,1,168,1,Male,144,3,4,Milk Processing Operator,1,Single,33421,2366,1,Yes,10,1,2,2,37,2,4,23,0,2,15,0.8032387971192756,0.45
58,No,Non-Travel,352,Logistics,45,4,Dairy Science,1,169,2,Male,134,1,4,Milk Processing Operator,1,Divorced,108747,17647,7,Yes,23,2,4,1,39,4,3,18,8,13,18,0.2803587338866259,0.45
21,No,Frequently,1116,Quality Control,11,4,Mechanical Engineering,1,170,4,Female,75,1,3,Cold Storage Supervisor,4,Married,31202,11907,0,No,16,1,4,1,4,4,1,2,2,5,5,0.8087711926117551,0.4
22,No,Rarely,1068,Logistics,14,4,Food Technology,1,171,4,Female,90,4,3,Logistics & Supply Chain Coordinator,3,Married,62185,8606,3,Yes,16,3,3,2,16,1,3,19,8,11,13,0.6196036503914287,0.35
56,No,Non-Travel,1325,Logistics,2,3,Dairy Science,1,172,1,Male,148,1,3,Packaging Machine Operator,1,Married,23685,2012,2,Yes,17,2,3,2,21,5,3,14,19,8,4,0.7947941462572325,0.4
36,No,Rarely,952,Maintenance,40,4,Mechanical Engineering,1,173,4,Male,87,2,1,Cold Storage Supervisor,2,Single,110197,4317,4,No,12,3,1,1,38,1,3,12,14,7,4,0.8071440819761502,0.4
21,No,Rarely,1414,Production,3,2,Logistics,1,174,2,Female,137,3,2,Milk Processing Operator,1,Married,62637,17429,4,Yes,10,1,1,2,17,4,4,21,6,9,5,0.6174614714671863,0.45
21,No,Rarely,762,Logistics,35,4,Mechanical Engineering,1,175,2,Female,60,3,4,Packaging Machine Operator,3,Married,38366,9485,4,Yes,20,1,1,2,27,1,1,13,3,8,17,0.8423859073765168,0.4
47,No,Rarely,1304,Farm Operations,33,1,Biotechnology,1,176,4,Female,78,1,1,Cheese Production Technician,2,Married,44276,18759,3,Yes,24,3,1,2,12,4,1,6,19,10,17,0.609813804039236,0.5
42,No,Rarely,688,Production,24,4,Mechanical Engineering,1,177,2,Female,109,4,1,Cheese Production Technician,2,Divorced,100946,2256,7,Yes,18,2,2,1,0,3,1,0,16,10,18,0.6987955545148627,0.5
56,No,Non-Travel,1094,Quality Control,19,3,Biotechnology,1,178,3,Female,116,1,3,Dairy Lab Technician,2,Single,68239,18833,2,No,10,1,4,1,18,2,3,12,3,7,1,0.4912563340181828,0.55
51,No,Frequently,1311,Maintenance,18,1,Dairy Science,1,179,3,Male,114,4,3,Logistics & Supply Chain Coordinator,4,Single,95214,17903,3,No,20,3,3,2,33,1,4,3,18,6,16,0.8398473861296911,0.35
52,No,Frequently,1417,Quality Control,49,1,Mechanical Engineering,1,180,2,Male,110,2,1,Cheese Production Technician,2,Divorced,44575,5212,0,No,15,4,2,0,3,4,4,11,4,5,0,0.7769137772384187,0.5
20,No,Rarely,303,Quality Control,24,1,Dairy Science,1,181,4,Female,68,3,4,Logistics & Supply Chain Coordinator,4,Married,61401,8175,6,No,18,3,4,2,2,1,4,6,15,7,8,0.3166991781318492,0.35
38,No,Non-Travel,1319,Production,45,3,Dairy Science,1,182,1,Female,95,2,4,Dairy Lab Technician,4,Divorced,61230,15571,0,No,23,3,4,2,9,5,3,26,2,5,12,0.6034714951432891,0.55
21,No,Non-Travel,1421,Quality Control,35,2,Food Technology,1,183,4,Male,98,3,1,Maintenance Engineer,1,Divorced,99424,18087,1,No,11,2,2,1,27,2,1,1,10,1,3,0.8277791303608624,0.6
45,Yes,Frequently,1224,Logistics,1,4,Dairy Science,1,184,1,Female,71,2,2,Dairy Quality Analyst,1,Married,102263,9446,6,Yes,13,3,2,0,33,3,3,16,14,12,4,0.7551451455612657,0.55
51,Yes,Rarely,1206,Quality Control,36,1,Dairy Science,1,185,4,Male,127,1,2,Dairy Lab Technician,2,Married,88617,19692,0,Yes,11,4,3,2,38,0,4,0,18,8,17,0.8737869464629275,0.55
25,Yes,Rarely,606,Maintenance,25,1,Mechanical Engineering,1,186,2,Male,106,2,4,Farm Liaison Officer,3,Single,43021,16877,2,No,13,3,1,0,18,0,3,25,13,8,9,0.3619111808633163,0.3
51,No,Rarely,366,Maintenance,45,1,Mechanical Engineering,1,187,3,Male,63,2,3,Logistics & Supply Chain Coordinator,2,Married,29449,14943,5,Yes,11,4,1,1,35,1,2,13,15,2,3,0.4572217431913346,0.35
23,Yes,Rarely,708,Farm Operations,49,2,Logistics,1,188,4,Male,93,1,2,Cheese Production Technician,1,Divorced,35657,12306,5,Yes,21,1,3,0,2,4,1,29,5,8,12,0.5550343216126918,0.5
30,Yes,Rarely,512,Maintenance,43,2,Food Technology,1,189,1,Female,65,3,2,Cheese Production Technician,2,Divorced,55059,6016,5,No,10,3,3,1,22,5,1,21,4,1,12,0.3628684190190854,0.5
36,No,Non-Travel,962,Quality Control,34,3,Dairy Science,1,190,3,Female,146,3,3,Packaging Machine Operator,1,Married,21532,7912,1,No,20,2,1,2,16,2,4,27,16,11,16,0.4758316786321733,0.4
57,No,Rarely,880,Maintenance,25,2,Food Technology,1,191,1,Male,126,1,2,Milk Processing Operator,2,Single,70805,2442,1,Yes,12,3,2,1,6,3,3,20,15,13,7,0.5762774430970328,0.45
43,No,Rarely,676,Production,16,4,Biotechnology,1,192,2,Female,61,2,1,Cheese Production Technician,3,Divorced,101551,4944,5,Yes,17,4,1,0,25,3,4,0,1,2,3,0.3339374421009384,0.5
24,No,Rarely,272,Maintenance,34,3,Dairy Science,1,193,3,Female,104,2,2,Cold Storage Supervisor,2,Married,57756,5936,9,No,14,4,4,0,17,3,3,25,10,13,2,0.3796814730918064,0.4
53,No,Rarely,1364,Logistics,29,3,Food Technology,1,194,1,Female,100,2,3,Milk Processing Operator,3,Single,91880,2398,4,No,13,2,4,0,5,0,2,2,3,5,10,0.2873897498661561,0.45
25,No,Rarely,781,Production,19,4,Logistics,1,195,4,Female,88,4,1,Cold Storage Supervisor,3,Single,94642,17696,6,Yes,14,4,3,2,30,2,1,10,5,13,11,0.6993669869200239,0.4
41,Yes,Rarely,461,Farm Operations,23,4,Logistics,1,196,2,Male,82,3,2,Logistics & Supply Chain Coordinator,2,Divorced,54206,4995,6,No,15,3,1,0,28,0,1,6,6,3,8,0.4530863485752931,0.35
30,No,Rarely,444,Logistics,19,4,Dairy Science,1,197,2,Female,82,2,4,Farm Liaison Officer,3,Divorced,72168,8329,4,No,15,4,1,0,8,1,3,27,16,7,14,0.3541863072286518,0.3
35,No,Frequently,760,Quality Control,25,3,Biotechnology,1,198,2,Male,78,3,1,Milk Processing Operator,3,Single,95188,4216,7,No,14,3,4,0,34,3,1,24,7,0,12,0.5551269044266667,0.45
52,No,Non-Travel,1299,Quality Control,16,3,Logistics,1,199,4,Male,118,2,1,Logistics & Supply Chain Coordinator,1,Single,44550,13523,9,No,21,3,1,1,16,2,3,28,0,12,4,0.2477745139796733,0.35
28,No,Rarely,374,Quality Control,9,3,Logistics,1,200,4,Female,119,1,4,Cheese Production Technician,1,Single,26389,4568,5,Yes,20,4,3,0,11,3,4,8,14,5,4,0.8463846244228763,0.5
25,No,Rarely,308,Logistics,1,4,Biotechnology,1,201,3,Male,80,1,4,Farm Liaison Officer,3,Married,107897,2160,4,No,21,2,3,1,35,0,2,21,19,1,18,0.406127264810085,0.3
35,No,Non-Travel,382,Logistics,42,4,Food Technology,1,202,4,Female,129,3,2,Maintenance Engineer,4,Divorced,55847,17648,3,No,15,1,4,0,23,0,3,2,11,5,10,0.8205250437287035,0.6
48,No,Rarely,391,Logistics,19,1,Logistics,1,203,3,Female,80,3,2,Cheese Production Technician,2,Single,99239,10067,6,Yes,18,2,1,1,9,0,2,0,14,13,8,0.5483340457272529,0.5
22,No,Rarely,264,Production,33,2,Mechanical Engineering,1,204,2,Male,138,1,3,Dairy Quality Analyst,3,Divorced,38642,5904,3,No,14,1,1,1,29,3,4,18,14,0,2,0.7951053483974484,0.55
39,No,Non-Travel,1162,Production,34,1,Logistics,1,205,3,Female,95,4,3,Dairy Lab Technician,2,Divorced,56509,5573,4,Yes,22,2,4,2,28,2,4,25,8,14,17,0.3729451085527511,0.55
55,No,Rarely,1323,Quality Control,16,4,Food Technology,1,206,1,Male,146,1,1,Milk Processing Operator,1,Divorced,99417,3825,4,Yes,15,3,2,2,38,2,4,1,15,1,12,0.3226894215699271,0.45
38,Yes,Frequently,1063,Maintenance,44,3,Food Technology,1,207,2,Male,126,2,4,Dairy Quality Analyst,2,Single,69237,15786,0,No,13,3,2,1,9,1,3,26,1,8,11,0.7945882622643798,0.55
45,No,Frequently,1351,Quality Control,40,4,Dairy Science,1,208,2,Female,101,4,4,Milk Processing Operator,3,Married,35414,11815,0,Yes,22,4,1,1,38,3,2,20,14,5,8,0.3490467176601976,0.45
22,Yes,Rarely,568,Farm Operations,18,2,Mechanical Engineering,1,209,3,Female,59,1,3,Dairy Lab Technician,3,Single,83176,15794,2,No,12,1,3,2,27,1,2,23,14,7,9,0.722336744509706,0.55
38,No,Rarely,1050,Production,34,1,Food Technology,1,210,2,Female,137,4,1,Milk Processing Operator,3,Divorced,99865,3176,2,No,22,1,2,1,17,5,1,4,6,6,12,0.4412086562617426,0.45
39,No,Frequently,242,Logistics,25,1,Biotechnology,1,211,4,Male,123,4,1,Logistics & Supply Chain Coordinator,3,Single,82059,9820,1,No,21,4,1,2,16,1,3,16,12,8,19,0.7237356085046129,0.35
51,No,Rarely,687,Production,45,3,Mechanical Engineering,1,212,1,Female,90,4,3,Cold Storage Supervisor,4,Single,69150,18514,1,No,15,2,2,2,10,1,1,18,16,8,19,0.835352386191831,0.4
26,No,Rarely,277,Logistics,6,1,Mechanical Engineering,1,213,3,Male,144,3,3,Packaging Machine Operator,4,Divorced,108367,3499,5,No,20,4,4,0,0,1,1,27,10,10,12,0.8871469019011051,0.4
52,No,Frequently,1025,Farm Operations,21,1,Biotechnology,1,214,3,Male,126,1,3,Logistics & Supply Chain Coordinator,4,Divorced,61091,9626,0,Yes,20,2,2,0,16,0,3,4,9,3,8,0.4518666340880434,0.35
59,Yes,Frequently,1493,Farm Operations,6,4,Logistics,1,215,2,Female,52,3,2,Dairy Lab Technician,3,Single,93124,18137,5,No,14,4,2,2,35,5,1,22,0,6,9,0.4572680842483823,0.55
58,No,Rarely,873,Production,32,1,Biotechnology,1,216,4,Female,108,3,1,Milk Processing Operator,4,Single,20903,5708,4,No,13,1,4,2,35,1,1,20,13,4,18,0.8869714157493982,0.45
37,No,Non-Travel,900,Logistics,41,1,Biotechnology,1,217,2,Female,101,2,1,Logistics & Supply Chain Coordinator,2,Single,74235,3769,5,Yes,14,1,3,1,8,2,1,13,4,6,5,0.8030696912086268,0.35
59,Yes,Rarely,958,Farm Operations,48,1,Logistics,1,218,2,Male,83,2,1,Cold Storage Supervisor,3,Single,78565,11510,4,Yes,16,2,1,2,27,1,4,9,7,3,6,0.2315643803379646,0.4
20,No,Non-Travel,927,Quality Control,43,3,Logistics,1,219,3,Female,98,4,3,Dairy Quality Analyst,1,Married,75342,16226,6,Yes,10,1,3,2,32,0,3,20,0,11,14,0.6014149903585643,0.55
30,No,Frequently,1124,Quality Control,39,3,Logistics,1,220,2,Male,77,4,3,Logistics & Supply Chain Coordinator,3,Single,62723,17634,0,No,23,1,3,0,2,4,4,6,6,9,18,0.3268713400839068,0.35
47,No,Frequently,1101,Logistics,31,4,Logistics,1,221,1,Female,132,2,3,Dairy Quality Analyst,2,Married,55572,8731,2,No,24,1,2,2,7,5,1,28,1,10,13,0.8958087752652528,0.55
44,Yes,Rarely,1088,Production,42,1,Logistics,1,222,2,Female,136,2,3,Dairy Lab Technician,4,Divorced,37610,12965,5,No,10,1,1,1,5,4,1,7,6,10,15,0.2972461086596816,0.55
42,No,Non-Travel,1192,Farm Operations,10,3,Biotechnology,1,223,2,Male,145,1,4,Dairy Quality Analyst,3,Married,54052,2375,0,No,20,3,2,2,5,4,4,29,6,0,13,0.5915433287800066,0.55
50,No,Rarely,1391,Production,30,3,Dairy Science,1,224,3,Male,62,4,3,Milk Processing Operator,4,Divorced,118993,17517,6,No,22,4,4,0,28,5,1,7,8,3,19,0.6656388590204282,0.45
49,No,Frequently,538,Quality Control,18,4,Dairy Science,1,225,2,Female,146,4,2,Farm Liaison Officer,3,Married,107063,8218,3,No,10,4,3,0,36,3,3,6,3,14,1,0.8559452582578393,0.3
54,No,Rarely,392,Farm Operations,24,2,Food Technology,1,226,4,Female,147,2,4,Farm Liaison Officer,2,Divorced,57550,19124,2,No,11,3,3,0,11,2,2,12,6,12,8,0.7930808181509308,0.3
26,No,Rarely,482,Production,9,1,Dairy Science,1,227,3,Female,146,1,4,Maintenance Engineer,3,Single,74033,10495,9,No,18,1,4,0,8,0,4,13,19,9,2,0.3720283399294481,0.6
35,No,Rarely,589,Maintenance,31,3,Dairy Science,1,228,2,Female,118,2,3,Milk Processing Operator,4,Married,49011,3085,8,No,22,4,1,2,18,5,2,18,17,14,5,0.6008367659047531,0.45
45,No,Non-Travel,1199,Logistics,15,4,Biotechnology,1,229,1,Female,116,2,1,Dairy Lab Technician,4,Married,54764,15073,0,No,14,4,3,1,16,4,2,10,12,2,4,0.8675017705341184,0.55
21,No,Non-Travel,724,Logistics,4,4,Logistics,1,230,1,Male,110,3,3,Cheese Production Technician,2,Divorced,117540,13371,7,No,23,4,3,1,31,0,2,1,10,8,13,0.7150017929734565,0.5
20,No,Rarely,1463,Maintenance,40,4,Logistics,1,231,3,Male,109,4,1,Farm Liaison Officer,3,Divorced,73533,19594,0,No,18,2,1,1,34,0,4,16,8,4,14,0.6818354438659255,0.3
31,No,Rarely,858,Quality Control,9,3,Biotechnology,1,232,3,Male,120,1,3,Dairy Lab Technician,1,Married,44064,13226,4,No,22,3,2,2,13,3,1,5,13,3,17,0.7284307554968095,0.55
24,No,Frequently,915,Farm Operations,45,1,Dairy Science,1,233,2,Male,73,3,3,Dairy Quality Analyst,3,Divorced,69581,12046,9,No,14,2,4,2,15,4,3,28,7,7,16,0.4257543322914738,0.55
56,No,Rarely,1090,Logistics,9,2,Biotechnology,1,234,4,Female,112,4,1,Logistics & Supply Chain Coordinator,2,Single,48702,18651,7,No,24,2,1,2,20,1,1,8,13,14,8,0.7104765885822653,0.35
51,No,Rarely,1312,Maintenance,26,1,Food Technology,1,235,2,Male,135,2,1,Farm Liaison Officer,1,Married,105701,13041,5,No,23,3,4,1,11,0,3,18,16,4,18,0.3629983260128411,0.3
28,No,Frequently,1318,Maintenance,4,4,Logistics,1,236,1,Male,110,1,1,Milk Processing Operator,2,Single,28631,6349,6,No,16,4,4,2,23,4,1,4,13,2,8,0.4996719396354274,0.45
54,No,Frequently,651,Quality Control,17,4,Mechanical Engineering,1,237,4,Male,72,4,1,Farm Liaison Officer,3,Married,107388,6965,7,No,23,2,3,2,33,0,2,8,4,1,15,0.8229501720319545,0.3
38,No,Non-Travel,627,Quality Control,16,2,Food Technology,1,238,4,Female,79,2,2,Cold Storage Supervisor,1,Single,90043,15492,5,Yes,23,4,1,0,7,3,2,29,9,14,5,0.2132798025435262,0.4
35,No,Rarely,1374,Production,15,1,Food Technology,1,239,4,Male,109,3,1,Cold Storage Supervisor,2,Married,86063,15336,5,Yes,24,2,4,0,20,3,3,29,5,7,7,0.4900230551766427,0.4
22,No,Rarely,1245,Logistics,35,4,Biotechnology,1,240,2,Female,67,1,3,Cold Storage Supervisor,4,Divorced,48981,19373,5,No,15,4,2,1,7,1,4,24,9,11,2,0.3867752367173417,0.4
39,No,Frequently,1082,Production,5,4,Dairy Science,1,241,1,Male,145,4,3,Farm Liaison Officer,1,Married,55764,14684,4,No,11,1,4,0,27,3,1,6,10,1,4,0.3390127315455266,0.3
43,No,Frequently,512,Maintenance,5,1,Logistics,1,242,3,Female,105,3,2,Maintenance Engineer,1,Single,70513,19321,7,No,12,1,3,0,15,4,2,29,5,13,6,0.7870027950307585,0.6
52,No,Frequently,1039,Farm Operations,20,4,Mechanical Engineering,1,243,2,Male,102,2,1,Dairy Lab Technician,2,Married,119007,8654,1,No,14,1,2,0,9,5,3,3,9,7,0,0.6875490009914846,0.55
43,No,Frequently,718,Farm Operations,15,1,Food Technology,1,244,3,Female,56,2,3,Cold Storage Supervisor,4,Single,86198,9342,6,No,13,3,2,2,14,3,1,26,13,4,3,0.2788429042880372,0.4
30,Yes,Rarely,1429,Quality Control,18,4,Mechanical Engineering,1,245,4,Male,146,4,2,Dairy Quality Analyst,1,Single,44940,4358,3,Yes,23,1,1,0,3,5,3,17,19,7,15,0.5461243285508326,0.55
27,No,Non-Travel,574,Farm Operations,47,1,Dairy Science,1,246,4,Female,118,2,3,Milk Processing Operator,2,Single,91792,8360,0,Yes,20,2,2,0,25,1,4,17,2,4,13,0.5268340402789777,0.45
55,No,Rarely,650,Farm Operations,2,2,Dairy Science,1,247,2,Female,141,1,2,Packaging Machine Operator,1,Divorced,48432,5743,4,No,15,4,1,0,14,2,4,19,6,0,0,0.2997694558205859,0.4
57,No,Rarely,1214,Farm Operations,29,4,Mechanical Engineering,1,248,1,Male,121,4,2,Cold Storage Supervisor,1,Married,28367,9159,2,Yes,17,4,1,2,35,0,1,16,1,11,3,0.7598338906938458,0.4
59,Yes,Frequently,794,Maintenance,13,2,Logistics,1,249,4,Female,128,3,4,Dairy Lab Technician,1,Single,45511,2518,3,No,17,4,2,1,31,0,4,29,6,12,9,0.4566717800179398,0.55
39,Yes,Rarely,1402,Farm Operations,4,4,Dairy Science,1,250,3,Female,101,4,4,Dairy Quality Analyst,4,Divorced,28573,18652,6,No,12,4,1,2,37,4,1,3,16,10,10,0.7333564426122761,0.55
54,Yes,Rarely,1433,Farm Operations,42,4,Mechanical Engineering,1,251,3,Male,53,4,1,Milk Processing Operator,3,Single,35582,14925,4,No,13,2,1,2,3,1,1,27,12,13,6,0.3344438305575487,0.45
44,Yes,Non-Travel,699,Farm Operations,45,3,Food Technology,1,252,2,Male,83,3,4,Logistics & Supply Chain Coordinator,3,Married,25378,16810,3,No,10,4,2,0,8,1,4,29,8,10,3,0.4205514231296826,0.35
54,Yes,Rarely,663,Production,10,1,Mechanical Engineering,1,253,3,Female,118,2,2,Cheese Production Technician,4,Divorced,85296,18239,0,No,11,2,3,1,34,1,3,26,12,1,0,0.2666196633918661,0.5
44,No,Frequently,1347,Maintenance,31,2,Mechanical Engineering,1,254,1,Male,82,3,3,Dairy Quality Analyst,4,Single,33500,7475,5,Yes,22,2,4,0,27,0,3,21,14,13,0,0.3004354888219257,0.55
48,No,Rarely,312,Quality Control,41,2,Biotechnology,1,255,4,Male,118,1,3,Maintenance Engineer,2,Single,85841,6185,9,No,18,4,1,0,36,3,1,15,12,5,16,0.8182284432469129,0.6
